Year,Month,Month Code,District Code,District,Total SNAP Households,Total SNAP Persons,Total SNAP Benefits,Temporary Assistance SNAP Households,Temporary Assistance SNAP Persons,Temporary Assistance SNAP Benefits,Non-Temporary Assistance SNAP Households,Non-Temporary Assistance SNAP Persons,Non-Temporary Assistance SNAP Benefits
2007,March,3,26,Monroe,"37,594","76,203","$7,551,548","19,594","32,207","$3,501,078","18,000","43,996","$4,050,470"
2007,March,3,27,Montgomery,"2,816","6,011","$570,810",947,"1,250","$122,175","1,869","4,761","$448,635"
2007,March,3,28,Nassau,"16,576","26,451","$2,809,768","10,025","13,877","$1,556,697","6,551","12,574","$1,253,071"
2007,March,3,29,Niagara,"9,540","18,307","$1,790,776","4,177","5,951","$629,377","5,363","12,356","$1,161,399"
2007,March,3,30,Oneida,"12,309","25,419","$2,396,657","5,003","7,485","$776,305","7,306","17,934","$1,620,352"
2007,March,3,31,Onondaga,"19,534","41,233","$4,002,907","8,264","12,218","$1,277,830","11,270","29,015","$2,725,077"
2007,March,3,32,Ontario,"3,297","6,275","$568,170","1,301","1,823","$190,312","1,996","4,452","$377,858"
2007,March,3,33,Orange,"9,499","22,959","$2,320,374","3,691","5,641","$607,712","5,808","17,318","$1,712,662"
2007,March,3,34,Orleans,"1,885","3,983","$363,600",736,"1,061","$117,594","1,149","2,922","$246,006"
2007,March,3,35,Oswego,"4,960","11,524","$1,089,987","1,705","2,378","$232,623","3,255","9,146","$857,364"
2007,March,3,36,Otsego,"1,766","3,446","$316,055",619,685,"$65,679","1,147","2,761","$250,376"
2007,March,3,37,Putnam,783,"1,016","$86,173",427,457,"$39,358",356,559,"$46,815"
2007,March,3,38,Rensselaer,"5,637","11,645","$1,147,450","2,328","3,781","$404,444","3,309","7,864","$743,006"
2007,March,3,39,Rockland,"7,186","21,487","$2,108,018","2,468","3,562","$314,589","4,718","17,925","$1,793,429"
2007,March,3,40,St. Lawrence,"5,136","10,693","$972,530","2,139","2,927","$297,877","2,997","7,766","$674,653"
2007,March,3,41,Saratoga,"4,432","8,201","$756,096","1,337","1,411","$136,859","3,095","6,790","$619,237"
2007,March,3,42,Schenectady,"6,507","13,382","$1,280,414","2,784","3,876","$401,546","3,723","9,506","$878,868"
2007,March,3,43,Schoharie,"1,094","2,077","$191,296",361,411,"$40,275",733,"1,666","$151,021"
2007,March,3,44,Schuyler,727,"1,467","$133,805",316,462,"$47,360",411,"1,005","$86,445"
2007,March,3,45,Seneca,"1,053","1,951","$173,995",354,429,"$39,190",699,"1,522","$134,805"
2007,March,3,46,Steuben,"3,931","8,368","$749,170","1,744","2,592","$262,639","2,187","5,776","$486,531"
2007,March,3,47,Suffolk,"23,135","39,033","$3,923,652","12,913","17,391","$1,791,067","10,222","21,642","$2,132,585"
2007,March,3,48,Sullivan,"3,415","6,828","$605,971","1,621","2,246","$210,122","1,794","4,582","$395,849"
2007,March,3,49,Tioga,"1,803","3,998","$373,309",616,859,"$91,785","1,187","3,139","$281,524"
2007,March,3,50,Tompkins,"2,977","5,692","$539,023","1,407","2,020","$203,734","1,570","3,672","$335,289"
2007,March,3,51,Ulster,"5,315","9,580","$897,552","2,588","3,496","$353,103","2,727","6,084","$544,449"
2007,March,3,52,Warren,"2,204","3,979","$360,358",891,973,"$93,058","1,313","3,006","$267,300"
2007,March,3,53,Washington,"2,295","4,514","$416,624",908,"1,138","$122,393","1,387","3,376","$294,231"
2007,March,3,54,Wayne,"3,340","6,289","$580,907","1,333","1,623","$171,761","2,007","4,666","$409,146"
2007,March,3,55,Westchester,"21,453","40,135","$4,046,504","10,792","16,195","$1,652,810","10,661","23,940","$2,393,694"
2007,March,3,56,Wyoming,"1,077","2,127","$188,094",425,583,"$60,697",652,"1,544","$127,397"
2007,March,3,57,Yates,"1,078","2,165","$192,887",314,384,"$40,645",764,"1,781","$152,242"
2007,March,3,66,New York City,"597,368","1,100,381","$126,957,331","429,561","735,588","$84,869,077","167,807","364,793","$42,088,254"
2007,April,4,1,Albany,"10,383","20,027","$1,919,717","4,917","7,249","$756,709","5,466","12,778","$1,163,008"
2007,April,4,2,Allegany,"2,225","4,508","$402,483",998,"1,412","$143,974","1,227","3,096","$258,509"
2007,April,4,3,Broome,"9,599","18,796","$1,876,237","4,361","6,346","$728,162","5,238","12,450","$1,148,075"
2007,April,4,4,Cattaraugus,"3,595","7,095","$620,508","1,375","1,714","$163,236","2,220","5,381","$457,272"
2007,April,4,5,Cayuga,"3,063","6,645","$607,718","1,035","1,373","$146,439","2,028","5,272","$461,279"
2007,April,4,6,Chautauqua,"7,676","16,055","$1,533,044","3,142","4,859","$534,569","4,534","11,196","$998,475"
2007,April,4,7,Chemung,"4,887","10,005","$977,285","2,212","3,370","$361,770","2,675","6,635","$615,515"
2007,April,4,8,Chenango,"2,387","5,046","$459,466",654,776,"$72,943","1,733","4,270","$386,523"
2007,April,4,9,Clinton,"4,180","7,706","$726,415","1,910","2,447","$257,036","2,270","5,259","$469,379"
2007,April,4,10,Columbia,"1,773","3,076","$273,952",808,"1,030","$102,824",965,"2,046","$171,128"
2007,April,4,11,Cortland,"2,194","4,344","$390,924",917,"1,256","$128,138","1,277","3,088","$262,786"
2007,April,4,12,Delaware,"1,620","2,838","$239,143",690,775,"$71,662",930,"2,063","$167,481"
2007,April,4,13,Dutchess,"6,052","11,068","$1,075,700","2,619","3,364","$357,916","3,433","7,704","$717,784"
2007,April,4,14,Erie,"48,942","96,615","$9,426,282","21,349","31,773","$3,361,081","27,593","64,842","$6,065,201"
2007,April,4,15,Essex,"1,204","2,068","$169,600",561,685,"$55,805",643,"1,383","$113,795"
2007,April,4,16,Franklin,"2,399","4,688","$419,237",985,"1,270","$118,377","1,414","3,418","$300,860"
2007,April,4,17,Fulton,"2,877","5,765","$534,560",978,"1,103","$104,969","1,899","4,662","$429,591"
2007,April,4,18,Genesee,"2,063","4,122","$386,485",735,933,"$98,376","1,328","3,189","$288,109"
2007,April,4,19,Greene,"1,772","3,303","$306,594",824,"1,147","$124,018",948,"2,156","$182,576"
2007,April,4,20,Hamilton,173,267,"$19,156",27,39,"$3,490",146,228,"$15,666"
2007,April,4,21,Herkimer,"3,001","6,107","$570,099",899,"1,081","$109,237","2,102","5,026","$460,862"
2007,April,4,22,Jefferson,"4,673","9,540","$839,542","1,719","2,010","$178,999","2,954","7,530","$660,543"
2007,April,4,23,Lewis,"1,053","2,184","$192,258",351,427,"$37,220",702,"1,757","$155,038"
2007,April,4,24,Livingston,"2,136","4,132","$392,181",683,893,"$95,938","1,453","3,239","$296,243"
2007,April,4,25,Madison,"2,274","4,763","$434,636",714,819,"$75,679","1,560","3,944","$358,957"
2007,April,4,26,Monroe,"37,654","76,160","$7,510,360","19,661","32,277","$3,501,809","17,993","43,883","$4,008,551"
2007,April,4,27,Montgomery,"2,781","5,932","$557,936",940,"1,207","$115,218","1,841","4,725","$442,718"
2007,April,4,28,Nassau,"16,694","26,623","$2,807,436","10,125","14,036","$1,571,342","6,569","12,587","$1,236,094"
2007,April,4,29,Niagara,"9,441","18,124","$1,754,465","4,145","5,861","$621,360","5,296","12,263","$1,133,105"
2007,April,4,30,Oneida,"12,169","25,130","$2,350,766","4,976","7,459","$768,349","7,193","17,671","$1,582,417"
2007,April,4,31,Onondaga,"19,433","40,984","$3,958,710","8,147","11,962","$1,241,329","11,286","29,022","$2,717,381"
2007,April,4,32,Ontario,"3,224","6,109","$552,980","1,264","1,759","$183,734","1,960","4,350","$369,246"
2007,April,4,33,Orange,"9,468","22,978","$2,317,893","3,663","5,574","$601,761","5,805","17,404","$1,716,132"
2007,April,4,34,Orleans,"1,849","3,904","$361,268",732,"1,072","$118,906","1,117","2,832","$242,362"
2007,April,4,35,Oswego,"4,907","11,392","$1,056,194","1,687","2,361","$232,419","3,220","9,031","$823,775"
2007,April,4,36,Otsego,"1,754","3,392","$309,886",614,687,"$65,776","1,140","2,705","$244,110"
2007,April,4,37,Putnam,787,"1,019","$89,094",434,468,"$40,659",353,551,"$48,435"
2007,April,4,38,Rensselaer,"5,615","11,549","$1,125,352","2,301","3,719","$394,940","3,314","7,830","$730,412"
2007,April,4,39,Rockland,"7,212","21,482","$2,080,059","2,478","3,546","$307,659","4,734","17,936","$1,772,400"
2007,April,4,40,St. Lawrence,"5,069","10,464","$952,007","2,121","2,870","$290,509","2,948","7,594","$661,498"
2007,April,4,41,Saratoga,"4,328","7,949","$729,503","1,348","1,423","$138,056","2,980","6,526","$591,447"
2007,April,4,42,Schenectady,"6,447","13,235","$1,269,335","2,773","3,820","$397,237","3,674","9,415","$872,098"
2007,April,4,43,Schoharie,"1,082","2,067","$187,701",356,403,"$39,378",726,"1,664","$148,323"
2007,April,4,44,Schuyler,724,"1,469","$133,618",305,452,"$45,972",419,"1,017","$87,646"
2007,April,4,45,Seneca,"1,034","1,915","$164,353",347,426,"$38,520",687,"1,489","$125,833"
2007,April,4,46,Steuben,"3,883","8,204","$728,246","1,717","2,519","$253,611","2,166","5,685","$474,635"
2007,April,4,47,Suffolk,"23,113","38,975","$3,865,150","12,889","17,359","$1,774,968","10,224","21,616","$2,090,182"
2007,April,4,48,Sullivan,"3,365","6,667","$595,096","1,630","2,251","$214,542","1,735","4,416","$380,554"
2007,April,4,49,Tioga,"1,784","3,906","$366,393",608,831,"$88,691","1,176","3,075","$277,702"
2007,April,4,50,Tompkins,"2,947","5,625","$529,408","1,378","1,956","$199,023","1,569","3,669","$330,385"
2007,April,4,51,Ulster,"5,271","9,510","$900,553","2,570","3,491","$353,313","2,701","6,019","$547,240"
2007,April,4,52,Warren,"2,167","3,909","$349,876",898,"1,000","$95,900","1,269","2,909","$253,976"
2007,April,4,53,Washington,"2,277","4,502","$410,210",901,"1,143","$121,704","1,376","3,359","$288,506"
2007,April,4,54,Wayne,"3,346","6,258","$577,149","1,336","1,634","$174,802","2,010","4,624","$402,347"
2007,April,4,55,Westchester,"21,294","39,732","$3,989,244","10,637","15,945","$1,628,057","10,657","23,787","$2,361,187"
2007,April,4,56,Wyoming,"1,054","2,052","$181,171",420,570,"$60,144",634,"1,482","$121,027"
2007,April,4,57,Yates,"1,055","2,111","$188,590",304,366,"$37,896",751,"1,745","$150,694"
2007,April,4,66,New York City,"597,828","1,101,345","$125,069,865","429,891","736,233","$83,607,333","167,937","365,112","$41,462,532"
2007,May,5,1,Albany,"10,433","20,131","$1,938,678","4,908","7,192","$758,927","5,525","12,939","$1,179,751"
2007,May,5,2,Allegany,"2,207","4,435","$396,290",994,"1,395","$140,625","1,213","3,040","$255,665"
2007,May,5,3,Broome,"9,724","18,949","$1,887,586","4,395","6,370","$726,299","5,329","12,579","$1,161,287"
2007,May,5,4,Cattaraugus,"3,613","7,070","$620,960","1,393","1,738","$166,430","2,220","5,332","$454,530"
2007,May,5,5,Cayuga,"3,066","6,642","$612,925","1,031","1,366","$144,248","2,035","5,276","$468,677"
2007,May,5,6,Chautauqua,"7,632","15,901","$1,529,946","3,127","4,799","$529,057","4,505","11,102","$1,000,889"
2007,May,5,7,Chemung,"4,916","10,130","$984,220","2,225","3,405","$362,816","2,691","6,725","$621,404"
2007,May,5,8,Chenango,"2,384","4,996","$456,950",654,793,"$74,650","1,730","4,203","$382,300"
2007,May,5,9,Clinton,"4,214","7,734","$724,602","1,914","2,452","$252,948","2,300","5,282","$471,654"
2007,May,5,10,Columbia,"1,766","3,074","$277,945",797,"1,029","$100,784",969,"2,045","$177,161"
2007,May,5,11,Cortland,"2,190","4,316","$392,892",927,"1,264","$130,008","1,263","3,052","$262,884"
2007,May,5,12,Delaware,"1,630","2,875","$243,350",677,744,"$65,712",953,"2,131","$177,638"
2007,May,5,13,Dutchess,"6,118","11,158","$1,088,953","2,646","3,378","$360,733","3,472","7,780","$728,220"
2007,May,5,14,Erie,"49,118","97,083","$9,493,516","21,173","31,398","$3,326,198","27,945","65,685","$6,167,318"
2007,May,5,15,Essex,"1,198","2,038","$167,911",555,671,"$53,647",643,"1,367","$114,264"
2007,May,5,16,Franklin,"2,396","4,628","$415,964",967,"1,223","$111,692","1,429","3,405","$304,272"
2007,May,5,17,Fulton,"2,860","5,703","$533,908",990,"1,130","$108,046","1,870","4,573","$425,862"
2007,May,5,18,Genesee,"2,060","4,127","$388,125",727,919,"$95,738","1,333","3,208","$292,387"
2007,May,5,19,Greene,"1,779","3,290","$308,196",826,"1,134","$123,470",953,"2,156","$184,726"
2007,May,5,20,Hamilton,176,277,"$19,565",30,45,"$4,184",146,232,"$15,381"
2007,May,5,21,Herkimer,"2,991","6,059","$568,936",899,"1,080","$108,806","2,092","4,979","$460,130"
2007,May,5,22,Jefferson,"4,673","9,617","$850,183","1,711","2,000","$174,946","2,962","7,617","$675,237"
2007,May,5,23,Lewis,"1,052","2,188","$197,380",346,418,"$37,141",706,"1,770","$160,239"
2007,May,5,24,Livingston,"2,134","4,146","$390,182",677,866,"$93,678","1,457","3,280","$296,504"
2007,May,5,25,Madison,"2,271","4,764","$432,965",719,823,"$75,125","1,552","3,941","$357,840"
2007,May,5,26,Monroe,"37,812","76,435","$7,576,786","19,729","32,290","$3,518,225","18,083","44,145","$4,058,561"
2007,May,5,27,Montgomery,"2,768","5,959","$560,733",935,"1,208","$116,055","1,833","4,751","$444,678"
2007,May,5,28,Nassau,"16,807","26,707","$2,826,247","10,125","14,031","$1,566,737","6,682","12,676","$1,259,510"
2007,May,5,29,Niagara,"9,536","18,234","$1,778,530","4,157","5,873","$619,933","5,379","12,361","$1,158,597"
2007,May,5,30,Oneida,"12,273","25,297","$2,365,860","4,955","7,399","$757,315","7,318","17,898","$1,608,545"
2007,May,5,31,Onondaga,"19,503","41,052","$3,971,221","8,147","11,887","$1,233,411","11,356","29,165","$2,737,810"
2007,May,5,32,Ontario,"3,232","6,107","$557,862","1,265","1,735","$180,917","1,967","4,372","$376,945"
2007,May,5,33,Orange,"9,602","23,161","$2,314,568","3,719","5,702","$607,303","5,883","17,459","$1,707,265"
2007,May,5,34,Orleans,"1,847","3,903","$356,610",716,"1,033","$112,594","1,131","2,870","$244,016"
2007,May,5,35,Oswego,"4,908","11,388","$1,054,320","1,662","2,305","$227,069","3,246","9,083","$827,251"
2007,May,5,36,Otsego,"1,754","3,390","$315,848",633,717,"$68,065","1,121","2,673","$247,783"
2007,May,5,37,Putnam,786,"1,020","$86,293",434,471,"$39,834",352,549,"$46,459"
2007,May,5,38,Rensselaer,"5,639","11,635","$1,139,156","2,335","3,783","$399,402","3,304","7,852","$739,754"
2007,May,5,39,Rockland,"7,251","21,618","$2,102,604","2,477","3,545","$309,676","4,774","18,073","$1,792,928"
2007,May,5,40,St. Lawrence,"5,037","10,354","$944,303","2,122","2,889","$293,190","2,915","7,465","$651,113"
2007,May,5,41,Saratoga,"4,358","7,988","$727,840","1,345","1,418","$136,172","3,013","6,570","$591,668"
2007,May,5,42,Schenectady,"6,507","13,378","$1,291,446","2,787","3,860","$402,698","3,720","9,518","$888,748"
2007,May,5,43,Schoharie,"1,066","2,025","$183,508",356,420,"$41,514",710,"1,605","$141,994"
2007,May,5,44,Schuyler,726,"1,465","$137,773",295,444,"$46,139",431,"1,021","$91,634"
2007,May,5,45,Seneca,"1,025","1,878","$163,441",346,409,"$35,917",679,"1,469","$127,524"
2007,May,5,46,Steuben,"3,840","8,121","$728,977","1,651","2,425","$240,097","2,189","5,696","$488,880"
2007,May,5,47,Suffolk,"23,193","39,022","$3,874,344","12,864","17,244","$1,762,833","10,329","21,778","$2,111,511"
2007,May,5,48,Sullivan,"3,358","6,707","$606,762","1,624","2,257","$214,258","1,734","4,450","$392,504"
2007,May,5,49,Tioga,"1,780","3,898","$368,304",607,839,"$89,684","1,173","3,059","$278,620"
2007,May,5,50,Tompkins,"2,984","5,676","$538,798","1,378","1,976","$202,944","1,606","3,700","$335,854"
2007,May,5,51,Ulster,"5,258","9,483","$892,981","2,559","3,444","$349,956","2,699","6,039","$543,025"
2007,May,5,52,Warren,"2,156","3,911","$350,267",887,962,"$89,759","1,269","2,949","$260,508"
2007,May,5,53,Washington,"2,267","4,465","$407,297",898,"1,143","$122,436","1,369","3,322","$284,861"
2007,May,5,54,Wayne,"3,344","6,220","$573,844","1,341","1,633","$174,689","2,003","4,587","$399,155"
2007,May,5,55,Westchester,"21,411","39,968","$4,031,017","10,642","15,923","$1,626,087","10,769","24,045","$2,404,930"
2007,May,5,56,Wyoming,"1,060","2,077","$184,648",411,548,"$58,550",649,"1,529","$126,098"
2007,May,5,57,Yates,"1,032","2,027","$179,292",305,371,"$38,709",727,"1,656","$140,583"
2007,May,5,66,New York City,"595,642","1,095,953","$126,139,592","428,319","732,629","$84,322,430","167,323","363,324","$41,817,162"
2007,June,6,1,Albany,"10,488","20,167","$1,941,337","4,960","7,272","$767,842","5,528","12,895","$1,173,495"
2007,June,6,2,Allegany,"2,206","4,363","$388,626","1,007","1,420","$144,205","1,199","2,943","$244,421"
2007,June,6,3,Broome,"9,773","19,090","$1,895,742","4,390","6,346","$718,111","5,383","12,744","$1,177,631"
2007,June,6,4,Cattaraugus,"3,605","7,054","$615,607","1,385","1,737","$162,014","2,220","5,317","$453,593"
2007,June,6,5,Cayuga,"3,085","6,662","$614,648","1,037","1,394","$145,261","2,048","5,268","$469,387"
2007,June,6,6,Chautauqua,"7,700","15,977","$1,533,038","3,138","4,834","$530,383","4,562","11,143","$1,002,655"
2007,June,6,7,Chemung,"4,957","10,173","$985,242","2,237","3,411","$364,511","2,720","6,762","$620,731"
2007,June,6,8,Chenango,"2,377","4,958","$459,824",666,802,"$75,621","1,711","4,156","$384,203"
2007,June,6,9,Clinton,"4,236","7,747","$726,619","1,933","2,487","$255,636","2,303","5,260","$470,983"
2007,June,6,10,Columbia,"1,774","3,027","$271,265",812,"1,011","$96,760",962,"2,016","$174,505"
2007,June,6,11,Cortland,"2,189","4,288","$389,173",926,"1,258","$130,225","1,263","3,030","$258,948"
2007,June,6,12,Delaware,"1,643","2,898","$247,720",680,750,"$67,909",963,"2,148","$179,811"
2007,June,6,13,Dutchess,"6,141","11,184","$1,092,585","2,618","3,314","$352,613","3,523","7,870","$739,972"
2007,June,6,14,Erie,"49,198","97,222","$9,476,726","21,194","31,363","$3,303,072","28,004","65,859","$6,173,654"
2007,June,6,15,Essex,"1,187","2,013","$169,531",554,659,"$54,938",633,"1,354","$114,593"
2007,June,6,16,Franklin,"2,415","4,677","$417,401",974,"1,250","$113,527","1,441","3,427","$303,874"
2007,June,6,17,Fulton,"2,865","5,716","$532,346",991,"1,128","$106,168","1,874","4,588","$426,178"
2007,June,6,18,Genesee,"2,057","4,143","$388,407",723,896,"$93,317","1,334","3,247","$295,090"
2007,June,6,19,Greene,"1,773","3,242","$308,656",821,"1,124","$122,674",952,"2,118","$185,982"
2007,June,6,20,Hamilton,170,251,"$17,677",30,41,"$3,996",140,210,"$13,681"
2007,June,6,21,Herkimer,"2,957","5,994","$559,300",911,"1,120","$112,296","2,046","4,874","$447,004"
2007,June,6,22,Jefferson,"4,632","9,490","$840,513","1,689","1,960","$170,268","2,943","7,530","$670,245"
2007,June,6,23,Lewis,"1,045","2,178","$192,962",353,449,"$39,769",692,"1,729","$153,193"
2007,June,6,24,Livingston,"2,136","4,114","$389,824",675,864,"$93,319","1,461","3,250","$296,505"
2007,June,6,25,Madison,"2,282","4,761","$427,018",734,853,"$78,211","1,548","3,908","$348,807"
2007,June,6,26,Monroe,"37,791","76,475","$7,525,179","19,652","32,185","$3,478,562","18,139","44,290","$4,046,617"
2007,June,6,27,Montgomery,"2,760","5,988","$564,774",945,"1,225","$116,061","1,815","4,763","$448,713"
2007,June,6,28,Nassau,"16,899","26,864","$2,838,799","10,242","14,148","$1,572,159","6,657","12,716","$1,266,640"
2007,June,6,29,Niagara,"9,513","18,172","$1,764,343","4,186","5,916","$628,118","5,327","12,256","$1,136,225"
2007,June,6,30,Oneida,"12,295","25,424","$2,373,491","4,960","7,391","$756,218","7,335","18,033","$1,617,273"
2007,June,6,31,Onondaga,"19,512","41,271","$3,982,351","8,088","11,781","$1,217,125","11,424","29,490","$2,765,226"
